product_id,product_name,department,Category,Product_type,final_price,discount_percentage,rating,rating_count,price_segment,engagement_level,performance_segment
B081FJWN52,"Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsung Galaxy S21/S20/S10/S9/S9+/Note 9/S8/Note 8, Lg G7 G5 G6, Moto G6 G7) (0.25M,Grey)",Computers & Accessories,Accessories & Peripherals,USBCables,339.0,66,4.3,6255.0,Budget,Medium Engagement,Star Product
B0758F7KK7,"Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TV’s, Universal Fixed TV Wall Mount Stand (M452)",Electronics,"HomeTheater,TV & Video",TVWall&CeilingMounts,399.0,60,4.0,1236.0,Budget,Medium Engagement,Low Performer
B09L835C3V,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",Electronics,"HomeTheater,TV & Video",HDMICables,199.0,50,4.2,1335.0,Budget,Medium Engagement,Hidden Gem
B098TV3L96,Electvision Remote Control for led Smart tv Compatible with VU Smart Led (Without Voice),Electronics,"HomeTheater,TV & Video",HDMICables,349.0,83,3.8,197.0,Budget,Low Engagement,Low Performer
B08NCKT9FG,Boat A 350 Type C Cable 1.5m(Jet Black),Computers & Accessories,Accessories & Peripherals,USBCables,299.0,63,4.4,28791.0,Budget,High Engagement,Star Product
B0B4T6MR8N,"pTron Solero M241 2.4A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Micro USB Devices (White)",Computers & Accessories,Accessories & Peripherals,USBCables,89.0,89,3.9,1075.0,Budget,Medium Engagement,Low Performer
B01GGKZ4NU,"AmazonBasics USB Type-C to USB Type-C 2.0 Cable for Charging Adapter, Smartphone - 9 Feet (2.7 Meters) - White",Computers & Accessories,Accessories & Peripherals,USBCables,549.0,45,4.2,29746.0,Budget,High Engagement,Star Product
B09BW2GP18,"Croma 3A Fast charge 1m Type-C to All Type-C Phones sync and charge cable, Made in India, 480Mbps Data transfer rate, Tested Durability with 8000+ bends (12 months warranty) - CRCMA0106sTC10, Black",Computers & Accessories,Accessories & Peripherals,USBCables,129.0,87,3.9,295.0,Budget,Low Engagement,Low Performer
B09WN3SRC7,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black),Electronics,"HomeTheater,TV & Video",HDMICables,77990.0,44,4.7,5935.0,Premium,Medium Engagement,Star Product
B09B125CFJ,7SEVEN® Compatible for Mi tv Remote Control Original Suitable with Smart Android 4K LED Non Voice Command Xiaomi Redmi Remote of 4A Model 32 43 55 65 inches,Electronics,"HomeTheater,TV & Video",HDMICables,349.0,56,3.6,323.0,Budget,Low Engagement,Low Performer
B09RQRZW2X,7SEVEN® Compatible Vu Smart Tv Remote Control Suitable for Original 4K Android LED Ultra HD UHD Vu Tv Remote with Non Voice Feature without google assistant,Electronics,"HomeTheater,TV & Video",HDMICables,499.0,44,3.7,185.0,Budget,Low Engagement,Low Performer
B07924P3C5,Storite High Speed Micro USB 3.0 Cable A to Micro B for External & Desktop Hard Drives 45cm,Computers & Accessories,Accessories & Peripherals,USBCables,299.0,63,4.2,2117.0,Budget,Medium Engagement,Hidden Gem
B08N1WL9XW,"FLiX (Beetel) 3in1 (Type C|Micro|Iphone Lightening) Textured Pattern 3A Fast Charging Cable with QC & PD Support for Type C,Micro USB & Lightning Iphone Cable,Made in India,1.5 Meter Long Cable(T101)",Computers & Accessories,Accessories & Peripherals,USBCables,182.0,70,4.0,9378.0,Budget,Medium Engagement,Low Performer
B07VVXJ2P5,SVM Products Unbreakable Set Top Box Stand with Dual Remote Holder (Black),Electronics,"HomeTheater,TV & Video",TVWall&CeilingMounts,96.0,76,3.6,1796.0,Budget,Medium Engagement,Low Performer
B0BC8BQ432,VU 164 cm (65 inches) The GloLED Series 4K Smart LED Google TV 65GloLED (Grey),Electronics,"HomeTheater,TV & Video",HDMICables,54990.0,35,4.3,3587.0,Premium,Medium Engagement,Hidden Gem
B06XFTHCNY,"CableCreation RCA to 3.5mm Male Audio Cable, 3.5mm to 2RCA Cable Male RCA Cable,Y Splitter Stereo Jack Cable for Home Theater,Subwoofer, Receiver, Speakers and More (3Feet/0.9Meter,Black)",Electronics,"HomeTheater,TV & Video",RCACables,439.0,42,4.2,4296.0,Budget,Medium Engagement,Hidden Gem
B08CT62BM1,"Wayona USB Type C Fast Charging Cable Charger Cord 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S10e S10 S9 S8 S20 Plus, Note 10 9 8, M51 A40 A50 A70, Moto G7 G8 (1M, Grey)",Computers & Accessories,Accessories & Peripherals,USBCables,299.0,70,4.3,2651.0,Budget,Medium Engagement,Hidden Gem
B07CRL2GY6,boAt Rugged V3 Braided Micro USB Cable (Pearl White),Computers & Accessories,Accessories & Peripherals,USBCables,299.0,63,4.2,94363.0,Budget,High Engagement,Star Product
B07DWFX9YS,"Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable (Black, 1.2 meter)",Computers & Accessories,Accessories & Peripherals,USBCables,789.0,61,4.2,34540.0,Budget,High Engagement,Star Product
B01D5H90L4,AmazonBasics - High-Speed Male to Female HDMI Extension Cable - 6 Feet,Electronics,"HomeTheater,TV & Video",HDMICables,299.0,57,4.4,8714.0,Budget,Medium Engagement,Star Product
B07F1P8KNV,"Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (Wc3Cb1, Black)",Computers & Accessories,Accessories & Peripherals,USBCables,325.0,70,4.2,10576.0,Budget,High Engagement,Star Product
B084N1BM9L,"Belkin Apple Certified Lightning to USB Charge and Sync Tough Braided Cable for iPhone, iPad, Air Pods, 3.3 feet (1 meters) – Black",Computers & Accessories,Accessories & Peripherals,USBCables,1299.0,35,4.4,7318.0,Mid-Range,Medium Engagement,Star Product
B09F6D21BY,7SEVEN Compatible LG TV Remote Suitable for LG Non Magic Smart tv Remote Control (Mouse & Voice Non-Support) MR20GA Prime Video and Netflix Hotkeys,Electronics,"HomeTheater,TV & Video",HDMICables,790.0,60,3.0,103.0,Budget,Low Engagement,Low Performer
B09LQQYNZQ,Realme Smart TV Stick 4K,Electronics,HomeAudio,HDMICables,4699.0,0,4.5,224.0,Mid-Range,Low Engagement,Hidden Gem
B0BC9BW512,Acer 100 cm (40 inches) P Series Full HD Android Smart LED TV AR40AR2841FDFL (Black),Electronics,"HomeTheater,TV & Video",HDMICables,18999.0,24,4.3,4702.0,Premium,Medium Engagement,Hidden Gem
B0B61HYR92,"Lapster usb 2.0 mantra cable, mantra mfs 100 data cable (black)",Computers & Accessories,Accessories & Peripherals,USBCables,199.0,80,4.2,85.0,Budget,Low Engagement,Hidden Gem
B075ZTJ9XR,"AmazonBasics High-Speed Braided HDMI Cable - 3 Feet - Supports Ethernet, 3D, 4K and Audio Return (Black)",Electronics,"HomeTheater,TV & Video",HDMICables,269.0,59,4.4,35877.0,Budget,High Engagement,Star Product
B0978V2CP6,"Cubetek 3 in 1 LCD Display V5.0 Bluetooth Transmitter Receiver, Bypass Audio Adapter with Aux, Optical, Dual Link Support for TV, Home Stereo, PC, Headphones, Speakers, Model: CB-BT27",Electronics,"HomeTheater,TV & Video",HDMICables,1990.0,36,4.0,897.0,Mid-Range,Low Engagement,Low Performer
B09LRZYBH1,"KRISONS Thunder Speaker, Multimedia Home Theatre, Floor Standing Speaker, LED Display with Bluetooth, FM, USB, Micro SD Card, AUX Connectivity",Electronics,HomeAudio,HDMICables,2299.0,43,3.8,282.0,Mid-Range,Low Engagement,Low Performer
B0B997FBZT,Acer 139 cm (55 inches) H Series 4K Ultra HD Android Smart LED TV AR55AR2851UDPRO (Black),Electronics,"HomeTheater,TV & Video",HDMICables,35999.0,28,4.3,1611.0,Premium,Medium Engagement,Hidden Gem
B098LCVYPW,Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover with Loop (C-Black),Electronics,"HomeTheater,TV & Video",HDMICables,349.0,65,4.2,513.0,Budget,Low Engagement,Hidden Gem
B09HV71RL1,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black)",Computers & Accessories,Accessories & Peripherals,USBCables,719.0,52,4.1,1045.0,Budget,Medium Engagement,Low Performer
B08PZ6HZLT,VW 80 cm (32 inches) HD Ready Android Smart LED TV VW32PRO (Black),Electronics,"HomeTheater,TV & Video",HDMICables,8999.0,53,4.0,6347.0,Premium,Medium Engagement,Low Performer
B075TJHWVC,Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard Installation,Electronics,"HomeTheater,TV & Video",HDMICables,917.0,60,4.2,3300.0,Budget,Medium Engagement,Hidden Gem
B09LV13JFB,LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control with Netflix Function (Black) (Non - Voice),Electronics,"HomeTheater,TV & Video",HDMICables,399.0,60,3.3,23.0,Budget,Low Engagement,Low Performer
B092BL5DCX,Samsung 138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED TV UA55AUE60AKLXL (Black),Electronics,"HomeTheater,TV & Video",HDMICables,45999.0,34,4.3,7109.0,Premium,Medium Engagement,Star Product
B09VH568H7,Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,Computers & Accessories,Accessories & Peripherals,USBCables,119.0,60,3.8,51.0,Budget,Low Engagement,Low Performer
B09HQSV46W,Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black),Electronics,"HomeTheater,TV & Video",HDMICables,21999.0,27,4.2,32840.0,Premium,High Engagement,Star Product
B08TZD7FQN,"Astigo Compatible Remote Control for Mi Smart LED 4A (43""/32"")",Electronics,"HomeTheater,TV & Video",HDMICables,299.0,50,3.7,708.0,Budget,Low Engagement,Low Performer
B0B21XL94T,Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver),Electronics,"HomeTheater,TV & Video",HDMICables,21990.0,37,4.3,1657.0,Premium,Medium Engagement,Hidden Gem
B09PTT8DZF,"Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging & 480 MBPS data transmission, certified 10000+ bend lifespan, Metallic Grey",Computers & Accessories,Accessories & Peripherals,USBCables,417.44,38,3.9,523.0,Budget,Low Engagement,Low Performer
B0B94JPY2N,"Amazon Brand - Solimo 65W Fast Charging Braided Type C to C Data Cable | Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers & Accessories,Accessories & Peripherals,USBCables,199.0,80,3.0,7732.0,Budget,Medium Engagement,Mass but Risky
B0B3XXSB1K,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7500PSF (Ceramic Black),Electronics,"HomeTheater,TV & Video",HDMICables,47990.0,40,4.3,1376.0,Premium,Medium Engagement,Hidden Gem
B08RZ12GKR,Tata Sky Digital TV HD Setup Box Remote,Electronics,"HomeTheater,TV & Video",HDMICables,215.0,57,3.5,121.0,Budget,Low Engagement,Low Performer
B0B4T8RSJ1,"pTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Smartphone, Type-C USB Devices (White)",Computers & Accessories,Accessories & Peripherals,USBCables,99.0,88,3.9,1075.0,Budget,Medium Engagement,Low Performer
B0B7B9V9QP,VU 108 cm (43 inches) Premium Series Full HD Smart LED TV 43GA (Black),Electronics,"HomeTheater,TV & Video",HDMICables,18999.0,46,4.0,1001.0,Premium,Medium Engagement,Low Performer
B08XXVXP3J,"Storite Super Speed USB 3.0 Male to Male Cable for Hard Drive Enclosures, Laptop Cooling Pad, DVD Players(60cm,Black)",Computers & Accessories,Accessories & Peripherals,USBCables,249.0,75,4.3,112.0,Budget,Low Engagement,Hidden Gem
B06XGWRKYT,Kodak 80 cm (32 Inches) HD Ready LED TV Kodak 32HDX900S (Black),Electronics,"HomeTheater,TV & Video",HDMICables,7999.0,50,3.8,3022.0,Premium,Medium Engagement,Low Performer
B07CWDX49D,"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable, Charging Adapter, Smartphone 6 feet, Dark Grey",Computers & Accessories,Accessories & Peripherals,USBCables,649.0,59,4.3,5451.0,Budget,Medium Engagement,Star Product
B09TY4MSH3,Firestick Remote,Electronics,"HomeTheater,TV & Video",HDMICables,1289.0,48,3.3,73.0,Mid-Range,Low Engagement,Low Performer
B07RY2X9MP,"AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot, Dark Grey)",Electronics,"HomeTheater,TV & Video",HDMICables,609.0,59,4.5,1029.0,Budget,Medium Engagement,Hidden Gem
B0B2C5MJN6,Hisense 126 cm (50 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 50A6H (Black),Electronics,"HomeTheater,TV & Video",HDMICables,32990.0,40,4.1,1555.0,Premium,Medium Engagement,Low Performer
B0BBMGLQDW,"Tuarso 8K HDMI 2.1 Cable 48Gbps , 1.5 Meter High-Speed Braided HDMI Cable ( 8K@60HZ、4K@120HZ、2K@240HZ ) HDMI 2.1 Cable Compatible with Monitors , Television , Laptops , Projectors , Game Consoles and more with HDMI Ports Device",Electronics,"HomeTheater,TV & Video",HDMICables,599.0,70,4.2,47.0,Budget,Low Engagement,Hidden Gem
B01LONQBDG,AmazonBasics USB Type-C to Micro-B 2.0 Cable - 6 Inches (15.2 Centimeters) - White,Computers & Accessories,Accessories & Peripherals,USBCables,349.0,61,4.1,14896.0,Budget,High Engagement,Low Performer
B08XXF5V6G,Kodak 139 cm (55 inches) 4K Ultra HD Smart LED TV 55CA0909 (Black),Electronics,"HomeTheater,TV & Video",HDMICables,29999.0,41,4.4,1712.0,Premium,Medium Engagement,Hidden Gem
B09HK9JH4F,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",Electronics,"HomeTheater,TV & Video",HDMICables,199.0,50,4.2,1335.0,Budget,Medium Engagement,Hidden Gem
B09MMD1FDN,7SEVEN® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Model of LCD LED OLED UHD 4K Universal Sony Remote Control,Electronics,"HomeTheater,TV & Video",HDMICables,349.0,50,3.9,214.0,Budget,Low Engagement,Low Performer
B09HN7LD5L,"PROLEGEND® PL-T002 Universal TV Stand Table Top for Most 22 to 65 inch LCD Flat Screen TV, VESA up to 800 by 400mm",Electronics,"HomeTheater,TV & Video",TVWall&CeilingMounts,1850.0,59,4.0,184.0,Mid-Range,Low Engagement,Low Performer
B0BNDD9TN6,WANBO X1 Pro (Upgraded) | Native 1080P Full HD | Android 9 | Projector for Home | LED Cinema | 350ANSI | 3900 lumens | WiFi Bluetooth | HDMI ARC | Dolby DTS | 4D Keystone Correction (Global Version),Electronics,"HomeTheater,TV & Video",HDMICables,13990.0,52,4.5,7.0,Premium,Low Engagement,Hidden Gem
B0941392C8,"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers & Accessories,Accessories & Peripherals,USBCables,129.0,71,3.7,41.0,Budget,Low Engagement,Low Performer
B01M5967SY,"TIZUM High Speed HDMI Cable Aura -Gold Plated-High Speed Data 10.2Gbps, 3D, 4K, HD 1080P (10 Ft/ 3 M)",Electronics,"HomeTheater,TV & Video",HDMICables,379.0,62,4.2,12153.0,Budget,High Engagement,Star Product
B016MDK4F4,Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary),Electronics,"HomeTheater,TV & Video",HDMICables,185.0,63,4.2,25.0,Budget,Low Engagement,Hidden Gem
B08G43CCLC,"NK STAR 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Desktop Laptop, (Support- Windows XP/7/8/10 & MAC OS) NOt Support to DVR and HDTV",Computers & Accessories,NetworkingDevices,USBCables,218.0,78,4.2,163.0,Budget,Low Engagement,Hidden Gem
B0B61GCHC1,"LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric Finger Print Scanner morpho USB cable (Black)",Computers & Accessories,Accessories & Peripherals,USBCables,199.0,80,4.3,87.0,Budget,Low Engagement,Hidden Gem
B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,"HomeTheater,TV & Video",HDMICables,499.0,45,4.4,2165.0,Budget,Medium Engagement,Hidden Gem
B09PLD9TCD,Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),Electronics,"HomeTheater,TV & Video",HDMICables,26999.0,37,4.2,1510.0,Premium,Medium Engagement,Hidden Gem
B0B8ZKWGKD,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",Electronics,"HomeTheater,TV & Video",TVWall&CeilingMounts,893.0,15,4.3,106.0,Budget,Low Engagement,Hidden Gem
B09NNJ9WYM,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,Electronics,"HomeTheater,TV & Video",HDMICables,10990.0,45,3.7,129.0,Premium,Low Engagement,Low Performer
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers & Accessories,Accessories & Peripherals,USBCables,379.0,66,4.3,3049.0,Budget,Medium Engagement,Hidden Gem
B0B8CXTTG3,MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),Electronics,"HomeTheater,TV & Video",HDMICables,16999.0,35,4.2,32840.0,Premium,High Engagement,Star Product
B09HCH3JZG,"Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)",Electronics,"HomeTheater,TV & Video",HDMICables,699.0,63,4.4,390.0,Budget,Low Engagement,Hidden Gem
B097JVLW3L,Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),Electronics,"HomeTheater,TV & Video",HDMICables,2699.0,23,3.5,621.0,Mid-Range,Low Engagement,Low Performer
B09SB6SJB4,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers & Accessories,Accessories & Peripherals,USBCables,129.0,78,4.1,265.0,Budget,Low Engagement,Low Performer
B08NW8GHCJ,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Computers & Accessories,Accessories & Peripherals,USBCables,389.0,61,4.3,838.0,Budget,Low Engagement,Hidden Gem
B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),Electronics,"HomeTheater,TV & Video",HDMICables,246.0,59,4.2,143.0,Budget,Low Engagement,Hidden Gem
B08G1RW2Q3,"EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3m,) (White)",Computers & Accessories,Accessories & Peripherals,USBCables,299.0,63,4.0,151.0,Budget,Low Engagement,Low Performer
B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",Electronics,"HomeTheater,TV & Video",HDMICables,247.0,38,3.9,200.0,Budget,Low Engagement,Low Performer
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Electronics,"HomeTheater,TV & Video",HDMICables,1369.0,54,3.3,227.0,Mid-Range,Low Engagement,Low Performer
B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",Electronics,"HomeTheater,TV & Video",HDMICables,199.0,60,3.8,538.0,Budget,Low Engagement,Low Performer
B07VJ9ZTXS,Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),Electronics,"HomeTheater,TV & Video",HDMICables,299.0,50,4.0,171.0,Budget,Low Engagement,Low Performer
B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,"HomeTheater,TV & Video",HDMICables,14999.0,0,4.3,27508.0,Premium,High Engagement,Star Product
B00GGGOYEU,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),Computers & Accessories,Accessories & Peripherals,USBCables,299.0,57,3.9,1454.0,Budget,Medium Engagement,Low Performer
B08FD2VSD9,TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black),Electronics,"HomeTheater,TV & Video",HDMICables,24990.0,52,4.2,2951.0,Premium,Medium Engagement,Hidden Gem
B0BQRJ3C47,"REDTECH USB-C to Lightning Cable 3.3FT, [Apple MFi Certified] Lightning to Type C Fast Charging Cord Compatible with iPhone 14/13/13 pro/Max/12/11/X/XS/XR/8, Supports Power Delivery - White",Computers & Accessories,Accessories & Peripherals,USBCables,249.0,75,5.0,7732.0,Budget,Medium Engagement,Star Product
B095JPKPH3,OnePlus 163.8 cm (65 inches) U Series 4K LED Smart Android TV 65U1S (Black),Electronics,"HomeTheater,TV & Video",HDMICables,61999.0,11,4.1,6753.0,Premium,Medium Engagement,Low Performer
B087JWLZ2K,AmazonBasics 108 cm (43 inches) 4K Ultra HD Smart LED Fire TV AB43U20PS (Black),Electronics,"HomeTheater,TV & Video",HDMICables,24499.0,51,3.9,3518.0,Premium,Medium Engagement,Low Performer
B09DSXK8JX,Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL (Black),Electronics,"HomeTheater,TV & Video",HDMICables,10499.0,46,4.2,1510.0,Premium,Medium Engagement,Hidden Gem
B08V9C4B1J,"Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung Galaxy Z Fold3 5G, Z Flip3 5G, S22 5G, S22 Ultra, S21, S20, S20FE, A52, A73, A53 (0.25M, Black)",Computers & Accessories,Accessories & Peripherals,USBCables,349.0,65,4.3,838.0,Budget,Low Engagement,Hidden Gem
B08PKBMJKS,Airtel DigitalTV HD Setup Box Remote,Electronics,"HomeTheater,TV & Video",HDMICables,197.0,61,3.8,136.0,Budget,Low Engagement,Low Performer
B0B8VQ7KDS,Airtel Digital TV HD Set Top Box with FTA Pack | Unlimited Entertainment + Recording Feature + Free Standard Installation (6 Months Pack),Electronics,"HomeTheater,TV & Video",HDMICables,1299.0,48,4.3,301.0,Mid-Range,Low Engagement,Hidden Gem
B086JTMRYL,"ESR USB C to Lightning Cable, 10 ft (3 m), MFi-Certified, Braided Nylon Power Delivery Fast Charging for iPhone 14/14 Plus/14 Pro/14 Pro Max, iPhone 13/12/11/X/8 Series, Use with Type-C Chargers, Black",Computers & Accessories,Accessories & Peripherals,USBCables,1519.0,20,4.4,19763.0,Mid-Range,High Engagement,Star Product
B09RWQ7YR6,MI 138.8 cm (55 inches) 5X Series 4K Ultra HD LED Smart Android TV L55M6-ES (Grey),Electronics,"HomeTheater,TV & Video",HDMICables,46999.0,33,4.3,21252.0,Premium,High Engagement,Star Product
B00OFM6PEO,"Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable Data Transfer for Keyboard, Mouse, Flash Drive, Hard Drive, Printer and More- 1.5M - Blue",Computers & Accessories,Accessories & Peripherals,USBCables,299.0,63,4.3,1902.0,Budget,Medium Engagement,Hidden Gem
B0BF57RN3K,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,WearableTechnology,HDMICables,1799.0,91,4.2,13937.0,Mid-Range,High Engagement,Star Product
B0B3RRWSF6,"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",Electronics,WearableTechnology,HDMICables,1998.0,80,4.3,27696.0,Mid-Range,High Engagement,Star Product
B0B5B6PQCT,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2, IP68(Active Black)",Electronics,WearableTechnology,HDMICables,1999.0,75,3.8,17831.0,Mid-Range,High Engagement,Mass but Risky
B08HV83HL3,MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro USB| Triple Output | Sandstone Black,Electronics,Mobiles & Accessories,PowerBanks,2049.0,7,4.3,178912.0,Mid-Range,High Engagement,Star Product
B0BBN4DZBD,"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,Mobiles & Accessories,WallChargers,6499.0,28,4.0,7807.0,Premium,Medium Engagement,Low Performer
B0B3CPQ5PF,"OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)",Electronics,Mobiles & Accessories,WallChargers,28999.0,0,4.3,17415.0,Premium,High Engagement,Star Product
B0B3CQBRB4,"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)",Electronics,Mobiles & Accessories,WallChargers,28999.0,0,4.3,17415.0,Premium,High Engagement,Star Product
B0BBN56J5H,"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,Mobiles & Accessories,WallChargers,6499.0,28,4.0,7807.0,Premium,Medium Engagement,Low Performer
B0BBN3WF7V,"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,Mobiles & Accessories,WallChargers,6499.0,28,4.0,7807.0,Premium,Medium Engagement,Low Performer
B0BDRVFDKP,"SanDisk Ultra® microSDXC™ UHS-I Card, 64GB, 140MB/s R, 10 Y Warranty, for Smartphones",Electronics,Accessories,HDMICables,569.0,43,4.4,67259.0,Budget,High Engagement,Star Product
B0B5LVS732,"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Battery (Jet Black)",Electronics,WearableTechnology,HDMICables,1898.0,62,4.1,10689.0,Mid-Range,High Engagement,Low Performer
B09V2Q4QVQ,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Charcoal",Electronics,Mobiles & Accessories,WallChargers,1299.0,19,4.0,128311.0,Mid-Range,High Engagement,Low Performer
